linea,tiempo_hms,segundos,texto_original,texto_limpio,tramo,motivo_exclusion
400,00:48:48,2928,buscar por dentro. Se apoya en Fermín.,buscar por dentro. Se apoya en Fermín.,partido,
401,00:48:53,2933,Este con Mar Casadó le persigue Vinicius. Robert Lewandowski Militao.,Este con Mar Casadó le persigue Vinicius. Robert Lewandowski Militao.,partido,
402,00:48:58,2938,"Como están defendiendo a Robert Lewandowski, Militado y también Rudiger Fed Valverde presionaba Fermín. Golpe larguísimo.","Como están defendiendo a Robert Lewandowski, Militado y también Rudiger Fed Valverde presionaba Fermín. Golpe larguísimo.",partido,
403,00:49:05,2945,Quiere pelear ese balón J Bellingham. Lo detecta Ñigo Martínez. Lo pone Recaudo para Valde que ha calculado mal. Aparece Fed Valverde. Será saque de banda para el Real Madrid. Quedan 9 segundos.,Quiere pelear ese balón J Bellingham. Lo detecta Ñigo Martínez. Lo pone Recaudo para Valde que ha calculado mal. Aparece Fed Valverde. Será saque de banda para el Real Madrid. Quedan 9 segundos.,partido,
404,00:49:16,2956,El árbitro ha pitado el final o ha dicho que se tiene que sacar de más atrás.,El árbitro ha pitado el final o ha dicho que se tiene que sacar de más atrás.,partido,
405,00:49:21,2961,Parecía que no le está utilizado. Ahora sí el final final de la primera parte con este marcador Esteban de 0 a0 en Champarte.,Parecía que no le está utilizado. Ahora sí el final final de la primera parte con este marcador Esteban de 0 a0 en Champarte.,partido,
406,00:49:29,2969,"Sí, una primera parte más amenazante, eh, con más posibilidades que que realidades, porque los porteros han tenido que intervenir realmente de","Sí, una primera parte más amenazante, eh, con más posibilidades que realidades, porque los porteros han tenido que intervenir realmente de",partido,
407,00:49:37,2977,"manera importante y de manera válida ninguna vez, pero creo que hay un gran desgaste, que hay mucha tensión y yo la segunda parte, Jordi, voy a estar aquí","manera importante y de manera válida ninguna vez, pero creo que hay un gran desgaste, que hay mucha tensión y yo la segunda parte, Jordi, voy a estar aquí",partido,
408,00:49:45,2985,"viendo cómo cómo sigues eh cansándote, porque es un partido para narrador cansarse, ¿eh? Bueno, pues aquí estamos.","viendo cómo cómo sigues eh cansándote, porque es un partido para narrador cansarse, ¿eh? Bueno, pues aquí estamos.",partido,
409,00:49:51,2991,"Eh, para lo que haga falta, evidente, evidentemente siempre nos cansamos un poquito más los narradores. La gente se piensa que no es un esfuerzo físico,","Eh, para lo que haga falta, evidente, evidentemente siempre nos cansamos un poquito más los narradores. La gente se piensa que no es un esfuerzo físico,",partido,
410,00:49:59,2999,"pero lo es físico y también mental. Pero sobre todo lo que es, es un auténtico placer poder estar comentando este clásico de momento con 0 a cer0.","pero lo es físico y también mental. Pero sobre todo lo que es, es un auténtico placer poder estar comentando este clásico de momento con 0 a cer0.",partido,
411,00:50:07,3007,Volvemos cuando arranque la segunda mitad. Yo de vosotros y de vosotras no me lo perdería hasta ahora.,Volvemos cuando arranque la segunda mitad. Yo de vosotros y de vosotras no me lo perdería hasta ahora.,partido,
412,00:50:12,3012,"De nuevo con todos vosotros, con todas vosotros. Imágenes otra vez más del estadio Santiago Bernabeo en San Martín en la capital de España. Cambio en el","De nuevo con todos vosotros, con todas vosotros. Imágenes otra vez más del estadio Santiago Bernabeo en San Martín en la capital de España. Cambio en el",partido,
413,00:50:21,3021,Barça. Va a abandonar y de hecho abandona el terreno de juego Fermina.,Barça. Va a abandonar y de hecho abandona el terreno de juego Fermina.,partido,
414,00:50:25,3025,"Ahí le tenemos en el banquillo y Frankie de Jong al ruedo. Busca, entiendo, Hansy Flick, más posesión, un poquito más de pausa cuando el Fútbol Club Barcelona.","Ahí le tenemos en el banquillo y Frankie de Jong al ruedo. Busca, entiendo, Hansy Flick, más posesión, un poquito más de pausa cuando el Fútbol Club Barcelona.",partido,
415,00:50:36,3036,"Esteban, saludos de nuevo, tenga el balón.","Esteban, saludos de nuevo, tenga el balón.",partido,
416,00:50:38,3038,"Sí. ¿Qué tal, Jordi? Pensaba que podría ser Pedri. Me habían dicho que estaba ya sin, o sea, con ropa de futbolista Fry Deon que iba a entrar. pensaba que podía","Sí. ¿Qué tal, Jordi? Pensaba que podría ser Pedri. Me habían dicho que estaba ya sin, o sea, con ropa de futbolista Fry Deon que iba a entrar. pensaba que podía",partido,
417,00:50:45,3045,"ser Pedri por el tobillo, eh, no por otra cosa. De Fermín, pues no no sé muy bien los motivos, ¿no? Porque a mí futbolísticamente no me estaba pareciendo un desastre como para","ser Pedri por el tobillo, eh, no por otra cosa. De Fermín, pues no no sé muy bien los motivos, ¿no? Porque a mí futbolísticamente no me estaba pareciendo un desastre como para",partido,
418,00:50:53,3053,"quitarlo el descanso o a lo mejor a Hass Flick, sí, eh, una segunda parte, Jordi, que pasan muchas cosas cuando el Real","quitarlo el descanso o a lo mejor a Hass Flick, sí, eh, una segunda parte, Jordi, que pasan muchas cosas cuando el Real",partido,
419,00:51:01,3061,"Madrid juega las segundas partes. Suele hacer muchos más goles en las segundas partes, suele encajar más en las segundas partes, eso lo sabrá el Barça.","Madrid juega las segundas partes. Suele hacer muchos más goles en las segundas partes, suele encajar más en las segundas partes, eso lo sabrá el Barça.",partido,
420,00:51:07,3067,"Y bueno, pues una segunda parte para mí trepidante, Jordi. Sin lugar a dudas, Esteban, pues va a arrancar la segunda","Y bueno, pues una segunda parte para mí trepidante, Jordi. Sin lugar a dudas, Esteban, pues va a arrancar la segunda",partido,
421,00:51:14,3074,mitad del primer clásico de la liga de la temporada. Lo hace en este preciso instante.,mitad del primer clásico de la liga de la temporada. Lo hace en este preciso instante.,partido,
422,00:51:23,3083,"Suerte para el Real Madrid, suerte para el Barça, suerte para Sánchez Martínez y para Muñiz Ruiz. Primer ataque del Fútbol Club Barcelona con la presencia","Suerte para el Real Madrid, suerte para el Barça, suerte para Sánchez Martínez y para Muñiz Ruiz. Primer ataque del Fútbol Club Barcelona con la presencia",partido,
423,00:51:30,3090,de Frank de Jón que ha superado ya su lesión y que intenta meter ese pase culminado hacia Robert Lewandowski. Contragolpea el conjunto Blaugrana.,de Frank de Jón que ha superado ya su lesión y que intenta meter ese pase culminado hacia Robert Lewandowski. Contragolpea el conjunto Blaugrana.,partido,
424,00:51:39,3099,"Rafiña con Balde, este con el jugador neerlandés que además luce el brazalete de capitán. Marcasado ha movido ese","Rafiña con Balde, este con el jugador neerlandés que además luce el brazalete de capitán. Marcasado ha movido ese",partido,
425,00:51:47,3107,"balón a la derecha. La primera bronca que le cae a Marcas por parte de Frankie de John que le estaba advirtiendo que jugara un poquito más tranquilo y ahí,","balón a la derecha. La primera bronca que le cae a Marcas por parte de Frankie de John que le estaba advirtiendo que jugara un poquito más tranquilo y ahí,",partido,
426,00:51:56,3116,"bueno, está claro que Fren de John va a buscar probablemente eso. Vinicius como le presionaba de John.","bueno, está claro que Fren de John va a buscar probablemente eso. Vinicius como le presionaba de John.",partido,
427,00:52:05,3125,Ahora juega Paco Garcí pisando ese balón otra vez para el neerlandés. 45 para 46.,Ahora juega Paco Garcí pisando ese balón otra vez para el neerlandés. 45 para 46.,partido,
428,00:52:12,3132,"Ha arrancado la segunda parte. Marcó Mbappé en la primera mitad, pero en fuera de juego. No ha hecho ningún cambio don Carlos Ancelotti. Ahí tenemos","Ha arrancado la segunda parte. Marcó Mbappé en la primera mitad, pero en fuera de juego. No ha hecho ningún cambio don Carlos Ancelotti. Ahí tenemos",partido,
429,00:52:20,3140,la primera acción defensiva en este caso por parte de Frankie de John en vivo y es que Mbappé Jordi con Té se fuera de,la primera acción defensiva en este caso por parte de Frankie de John en vivo y es que Mbappé Jordi con Té se fuera de,partido,
430,00:52:28,3148,"juego esa primera parte es decir en el vestuario alguien le habrá dicho, ""Tranquilo, entra más tarde, eres rapidísimo, igual recuperas terreno en","juego esa primera parte es decir en el vestuario alguien le habrá dicho, ""Tranquilo, entra más tarde, eres rapidísimo, igual recuperas terreno en",partido,
431,00:52:35,3155,"la carrera entra más tarde, pierde una décima de segundo en el desmarque e intenta recuperarlo en la carrera. Es la la ansiedad, entiendo, de Kilan Mbappé","la carrera entra más tarde, pierde una décima de segundo en el desmarque e intenta recuperarlo en la carrera. Es la la ansiedad, entiendo, de Kilan Mbappé",partido,
432,00:52:43,3163,"para para intentar pues eso, ser noticia, obviamente en el en el clásico.","para para intentar pues eso, ser noticia, obviamente en el en el clásico.",partido,
433,00:52:50,3170,"La minña mal irrompe por el costado derecho, se asocia con Robin Lewandowski, este con Pedri, eleva el balón para J Kundé, Kundé que va a meter","La minña mal irrompe por el costado derecho, se asocia con Robin Lewandowski, este con Pedri, eleva el balón para J Kundé, Kundé que va a meter",partido,
434,00:52:58,3178,ese centro hacia Robert Lewandowski como militao ha ganado ese balón aéreo. Saque de banda de nuevo para el conjunto blaugrana. Este centro sí que era,ese centro hacia Robert Lewandowski como militao ha ganado ese balón aéreo. Saque de banda de nuevo para el conjunto blaugrana. Este centro sí que era,partido,
435,00:53:07,3187,dinamita pura. Qué gran intervención defensiva de Militao.,dinamita pura. Qué gran intervención defensiva de Militao.,partido,
436,00:53:12,3192,"Que me está encantando todo el partido, Jordi, eh, está siendo rápido, contundente, muy buen partido de del Militao.","Que me está encantando todo el partido, Jordi, eh, está siendo rápido, contundente, muy buen partido de del Militao.",partido,
437,00:53:22,3202,"Había recibido un agarrón Frankie Deón, dejó seguir el colegiado. El Barça ha salido firme en este arranque de la segunda mitad, Valde, que estaba","Había recibido un agarrón Frankie Deón, dejó seguir el colegiado. El Barça ha salido firme en este arranque de la segunda mitad, Valde, que estaba",partido,
438,00:53:28,3208,"pidiendo el balón. Le falta quizás un poquito más de calma al conjunto Blaugurana. ¿Qué nos cuentas de la Viñamal? ¿Cómo le estás viendo? Bueno,","pidiendo el balón. Le falta quizás un poquito más de calma al conjunto Blaugurana. ¿Qué nos cuentas de la Viñamal? ¿Cómo le estás viendo? Bueno,",partido,
439,00:53:36,3216,"eh, cuando eres una figura mundial, ojo, la recuperación, la Villa mal, precisamente en la frontal del área. Ha","eh, cuando eres una figura mundial, ojo, la recuperación, la Villa mal, precisamente en la frontal del área. Ha",partido,
440,00:53:45,3225,recuperado el Barça con ese error en la salida de el guardameta del equipo blanco De,recuperado el Barça con ese error en la salida de el guardameta del equipo blanco De,partido,
441,00:53:52,3232,"que va a mover hacia la izquierda para que controle Marcas Sadón este con Balde, tal y como está el partido, también se me antoja bastante importante","que va a mover hacia la izquierda para que controle Marcas Sadón este con Balde, tal y como está el partido, también se me antoja bastante importante",partido,
442,00:54:01,3241,lo que puedan hacer los entrenadores a partir del minuto 60. y ha movido ficha primero. Hans flick se hizo un lío el,lo que puedan hacer los entrenadores a partir del minuto 60. y ha movido ficha primero. Hans flick se hizo un lío el,partido,
443,00:54:08,3248,hombre que estabas eh comentando. La minal.,hombre que estabas eh comentando. La minal.,partido,
444,00:54:11,3251,"Sí, no te decía cuando la mamal y tienes tanta expectativa alrededor tuya, pues claro, te fijas Mendí que es un gran lateral izquierdo defensivo, se acerca","Sí, no te decía cuando la mamal y tienes tanta expectativa alrededor tuya, pues claro, te fijas Mendí que es un gran lateral izquierdo defensivo, se acerca",partido,
445,00:54:20,3260,"Camavinga, el propio eh Bellingham muchas veces, es decir, que mete una jaula no de oro, pero una jaula defensiva.","Camavinga, el propio eh Bellingham muchas veces, es decir, que mete una jaula no de oro, pero una jaula defensiva.",partido,
446,00:54:29,3269,"Lucas Vázquez para Kilan. Mbappé controla Mbappé mete el recorte y cómo se lo adivina Paco Barsí, no había fuera","Lucas Vázquez para Kilan. Mbappé controla Mbappé mete el recorte y cómo se lo adivina Paco Barsí, no había fuera",partido,
447,00:54:36,3276,"de juego en esta oportunidad y el balón a saque de esquina. Qué pase de Lucas Vázquez, qué control de Killan Mbappé,","de juego en esta oportunidad y el balón a saque de esquina. Qué pase de Lucas Vázquez, qué control de Killan Mbappé,",partido,
448,00:54:43,3283,aunque se le va un poquito y cómo intuye Paco Barsí sin perder de vista el balón con la mirada.,aunque se le va un poquito y cómo intuye Paco Barsí sin perder de vista el balón con la mirada.,partido,
449,00:54:48,3288,"Sí, la verdad que Kubarchi central, jovencísimo, pero tiene una cosa muy buena, Jordi, no se regala. ha mejorado mucho en que a veces iba al suelo en el","Sí, la verdad que Kubarchi central, jovencísimo, pero tiene una cosa muy buena, Jordi, no se regala. ha mejorado mucho en que a veces iba al suelo en el",partido,
450,00:54:56,3296,ceso y cometía una a un penalti incluso no se regala muy bien Pau.,ceso y cometía una a un penalti incluso no se regala muy bien Pau.,partido,
451,00:55:01,3301,48 minutos 0-0 en el marcador. Será Lucas Vázquez el encargado ahora de patear el saque de esquina. Se ofrece,48 minutos 0-0 en el marcador. Será Lucas Vázquez el encargado ahora de patear el saque de esquina. Se ofrece,partido,
452,00:55:08,3308,"también Killen Mbappé por si prefiere sacar en eh corto, pero va a ser en largo. Golpeo. Despeja Rafiña. La minal","también Killen Mbappé por si prefiere sacar en eh corto, pero va a ser en largo. Golpeo. Despeja Rafiña. La minal",partido,
453,00:55:16,3316,con el exterior. Recuperación de nuevo para Mendí. 49 minutos 00. Pase de seguridad. Mirar el Barça como adelanta líneas para presionar.,con el exterior. Recuperación de nuevo para Mendí. 49 minutos 00. Pase de seguridad. Mirar el Barça como adelanta líneas para presionar.,partido,
454,00:55:25,3325,Golpeo larguísimo de Lun que ha preferido perder el balón antes de que le vuelva a pasar lo que le ha pasado en la anterior acción.,Golpeo larguísimo de Lun que ha preferido perder el balón antes de que le vuelva a pasar lo que le ha pasado en la anterior acción.,partido,
455,00:55:31,3331,"Está teniendo muchos problemas Lun con los con los pies. Quiero decir, el timing de mi golpeo con los atacantes no","Está teniendo muchos problemas Lun con los con los pies. Quiero decir, el timing de mi golpeo con los atacantes no",partido,
456,00:55:39,3339,"está siendo coordinado. Y podría ser un buen arma, ¿eh? que Luni tiene un buen golpeo y para atacar esa línea tan alta, pero no está no está","está siendo coordinado. Y podría ser un buen arma, ¿eh? que Luni tiene un buen golpeo y para atacar esa línea tan alta, pero no está no está",partido,
457,00:55:47,3347,preciso y creo que está un poco nervioso. Jordi llegó otra vez más Iñaki Peña para,preciso y creo que está un poco nervioso. Jordi llegó otra vez más Iñaki Peña para,partido,
458,00:55:54,3354,Shuscundé y como Fede de Valverde le estaba reando a Marcasad que estaba esperando también para recibir Lun de nuevo Lewandowski que está presionando,Shuscundé y como Fede de Valverde le estaba reando a Marcasad que estaba esperando también para recibir Lun de nuevo Lewandowski que está presionando,partido,
459,00:56:03,3363,ahora sí que lo ha hecho perfectamente bien el portero ucraniano. Pigue absolutamente loco de remate el partido en este arranque de la segunda mitad,ahora sí que lo ha hecho perfectamente bien el portero ucraniano. Pigue absolutamente loco de remate el partido en este arranque de la segunda mitad,partido,
460,00:56:12,3372,"donde el Barça, si en la primera había sido el Real Madrid, el Barça ha salido más firme en esta segunda mitad, pero eso ya sabemos que no quiere decir","donde el Barça, si en la primera había sido el Real Madrid, el Barça ha salido más firme en esta segunda mitad, pero eso ya sabemos que no quiere decir",partido,
461,00:56:20,3380,"absolutamente nada. Jud Benga corriendo, llega también Inigo Martínez para meter ese balón atrás. Vinicius que va a presionar en Ñag Peña que golpea al","absolutamente nada. Jud Benga corriendo, llega también Inigo Martínez para meter ese balón atrás. Vinicius que va a presionar en Ñag Peña que golpea al",partido,
462,00:56:29,3389,"largo. La ventaja de nuevo. Los los porteros no quieren arriesgar, eh, sino todo lo contrario. Ahí les vemos cómo meten esos balones que prefieren","largo. La ventaja de nuevo. Los los porteros no quieren arriesgar, eh, sino todo lo contrario. Ahí les vemos cómo meten esos balones que prefieren",partido,
463,00:56:37,3397,entregárselo al contrario antes de tener un error.,entregárselo al contrario antes de tener un error.,partido,
464,00:56:39,3399,Los medios centros posicionales de ambos equipos han acabado el partido con dolor de cuello porque están viendo el partido,Los medios centros posicionales de ambos equipos han acabado el partido con dolor de cuello porque están viendo el partido,partido,
465,00:56:46,3406,"ir de un lado a otro y con poca opinión de ellos futbolística, porque el balón va rapidísimo de un área área.","ir de un lado a otro y con poca opinión de ellos futbolística, porque el balón va rapidísimo de un área área.",partido,
466,00:56:54,3414,Suamené hacia Camavinga. Tiene terreno de juego por delante el público que está animando a Kir Mbappé que se va por el costado izquierdo. Se ha ido en primera,Suamené hacia Camavinga. Tiene terreno de juego por delante el público que está animando a Kir Mbappé que se va por el costado izquierdo. Se ha ido en primera,partido,
467,00:57:02,3422,"instancia de Kundé, pero ¿cómo ha recuperado de nuevo? ¿Cómo estáus Kundé?","instancia de Kundé, pero ¿cómo ha recuperado de nuevo? ¿Cómo estáus Kundé?",partido,
468,00:57:04,3424,"Marcas para Pedri. Despalos a portería Fed de Valrete que le presiona. Cinco de la segunda parte. Un partido loco de remate, un partido vibrante. Es el","Marcas para Pedri. Despalos a portería Fed de Valrete que le presiona. Cinco de la segunda parte. Un partido loco de remate, un partido vibrante. Es el",partido,
469,00:57:13,3433,clásico amigo. Es el clásico amiga. El primero de la temporada en la liga.,clásico amigo. Es el clásico amiga. El primero de la temporada en la liga.,partido,
470,00:57:17,3437,Error ahora de Chomení. Se la lleva la Minam que ha golpeado desde su casa para,Error ahora de Chomení. Se la lleva la Minam que ha golpeado desde su casa para,partido,
471,00:57:24,3444,"intentar sorprender, cosa que no hizo Andr Lunin, ese detalle de calidad de la miña mal que ha buscado sorprender, pero","intentar sorprender, cosa que no hizo Andr Lunin, ese detalle de calidad de la miña mal que ha buscado sorprender, pero",partido,
472,00:57:32,3452,estaba muy bien colocado y muy atento a Andre Lunes.,estaba muy bien colocado y muy atento a Andre Lunes.,partido,
473,00:57:35,3455,"Sí, muy bien retrocediendo para atrás, eh, o sea, se da cuenta que fíjate como levanta la cabeza y retrocede muy bien.","Sí, muy bien retrocediendo para atrás, eh, o sea, se da cuenta que fíjate como levanta la cabeza y retrocede muy bien.",partido,
474,00:57:41,3461,Y otro balón largo para que juegue Vinicius por el costado izquierdo. Qué buen recorte ante. Vamos a ver. Biriini corner. Ha tocado Paco Garcí. Saque de,Y otro balón largo para que juegue Vinicius por el costado izquierdo. Qué buen recorte ante. Vamos a ver. Biriini corner. Ha tocado Paco Garcí. Saque de,partido,
475,00:57:51,3471,esquina para el Real Madrid. Esto no para y que siga así porque es un auténtico deleite. Fútbol total hoy en el estadio madridista.,esquina para el Real Madrid. Esto no para y que siga así porque es un auténtico deleite. Fútbol total hoy en el estadio madridista.,partido,
476,00:58:01,3481,"í, sí. O sea, lo más importante de todo, Jordi, es que ambos están siendo fieles a sus ideas y no porque sea un clásico, se han se han protegido más.","í, sí. O sea, lo más importante de todo, Jordi, es que ambos están siendo fieles a sus ideas y no porque sea un clásico, se han se han protegido más.",partido,
477,00:58:10,3490,"Faltan los goles, pero bueno, no todos los ceros son 0-0 son aburridos. Jordi es es así. Y por ejemplo, efectivamente tenemos","Faltan los goles, pero bueno, no todos los ceros son 0-0 son aburridos. Jordi es es así. Y por ejemplo, efectivamente tenemos",partido,
478,00:58:20,3500,este ejemplo. Lucas Vázquez para el saque de esquina al 52 minutos. Ahí va Lucas Vázquez.,este ejemplo. Lucas Vázquez para el saque de esquina al 52 minutos. Ahí va Lucas Vázquez.,partido,
479,00:58:26,3506,Ojo que Robert Lewandowski se la comió al suelo. Jud Bellingham le ayuda a levantarse Ñigo Martínez. Ha habido,Ojo que Robert Lewandowski se la comió al suelo. Jud Bellingham le ayuda a levantarse Ñigo Martínez. Ha habido,partido,
480,00:58:34,3514,ahí una acción donde Jud Bellingham. Ahí vemos como está reclamando. Vamos a ver.,ahí una acción donde Jud Bellingham. Ahí vemos como está reclamando. Vamos a ver.,partido,
481,00:58:39,3519,"Jud Bellingan con Iñigo. Se agarran los dos. Mirad la camiseta de Ñigo también la de Bellingan. Yo creo que no hay nada, sinceramente.","Jud Bellingan con Iñigo. Se agarran los dos. Mirad la camiseta de Ñigo también la de Bellingan. Yo creo que no hay nada, sinceramente.",partido,
482,00:58:46,3526,"Es difícil, es difícil que en un clásico un árbitro tome una medida disciplinar de penalti por una acción así, eh, porque sabe que la repercusión es tremenda.","Es difícil, es difícil que en un clásico un árbitro tome una medida disciplinar de penalti por una acción así, eh, porque sabe que la repercusión es tremenda.",partido,
483,00:58:58,3538,Puede llegar y llega sin problemas Iñaqui Peña. Mensajes para Esteban @esteban1unoportero@steban,Puede llegar y llega sin problemas Iñaqui Peña. Mensajes para Esteban @esteban1unoportero@steban,partido,
484,00:59:05,3545,un portero a través de Twitter retx para mi persona @jordipons-@jordipons-bajo.,un portero a través de Twitter retx para mi persona @jordipons-@jordipons-bajo.,partido,
485,00:59:13,3553,Falta sobre Balde. Ahí está J Beningham que había agarrado y después había derribado con esa falta,Falta sobre Balde. Ahí está J Beningham que había agarrado y después había derribado con esa falta,partido,
486,00:59:22,3562,Alejandro Valde en vivo Martínez.,Alejandro Valde en vivo Martínez.,partido,
487,00:59:27,3567,"No creo que esto acabe 0 a0, pero marcas filtrando para Robert Lewandowski. Vamos a ver, no hay fuera de juego. Sí, no lo","No creo que esto acabe 0 a0, pero marcas filtrando para Robert Lewandowski. Vamos a ver, no hay fuera de juego. Sí, no lo",partido,
488,00:59:34,3574,"sé. Rober Lewandowski, qué bueno, qué bueno, qué bueno. ¡Gol!","sé. Rober Lewandowski, qué bueno, qué bueno, qué bueno. ¡Gol!",partido,
489,00:59:44,3584,¡Gol!,¡Gol!,partido,
490,00:59:48,3588,"Pase filtrado a la espalda de la defensa y hoy sí, hoy también Fiel a su cita con","Pase filtrado a la espalda de la defensa y hoy sí, hoy también Fiel a su cita con",partido,
491,00:59:56,3596,"el gol. El idilio de Robert Lewandowski esta temporada para lograr el 0-1 en Chapartín, para lograr su decimtercer gol con Elástica Blaugr en la liga.","el gol. El idilio de Robert Lewandowski esta temporada para lograr el 0-1 en Chapartín, para lograr su decimtercer gol con Elástica Blaugr en la liga.",partido,
492,01:00:05,3605,"1 hora y 5 segundosRobert Rebandowski con un pase filtrado, con un pasillo excepcional para que Robert Lewandowski con sangre fría haya","1 hora y 5 segundosRobert Rebandowski con un pase filtrado, con un pasillo excepcional para que Robert Lewandowski con sangre fría haya",partido,
493,01:00:13,3613,1 hora y 13 segundosdefinido para poder por delante en el marcador al conjunto Culé. Vemos la acción repetida con el pase que le va a,1 hora y 13 segundosdefinido para poder por delante en el marcador al conjunto Culé. Vemos la acción repetida con el pase que le va a,partido,
494,01:00:20,3620,1 hora y 20 segundosllevar a Robert Lewandowski. Ha sido un pase fundamental de Mar Casado y después cómo ha definido Robert Lewandowski.,1 hora y 20 segundosllevar a Robert Lewandowski. Ha sido un pase fundamental de Mar Casado y después cómo ha definido Robert Lewandowski.,partido,
495,01:00:29,3629,1 hora y 29 segundos¿Te acuerdas que te dije primera parte que Diego Martínez García liderazgo sobre una defensa? No. Para sacarlos.,1 hora y 29 segundos¿Te acuerdas que te dije primera parte que Diego Martínez García liderazgo sobre una defensa? No. Para sacarlos.,partido,
496,01:00:34,3634,1 hora y 34 segundosAquí los dos centrales salen a un balón al mismo balón. Laterales que no ven a los centrales o que no reciben la de salir y sobre todo creo que es Mendí que,1 hora y 34 segundosAquí los dos centrales salen a un balón al mismo balón. Laterales que no ven a los centrales o que no reciben la de salir y sobre todo creo que es Mendí que,partido,
497,01:00:43,3643,1 hora y 43 segundosprovoca que Lewandowski esté en buena situación y luego es un pase a la red.,1 hora y 43 segundosprovoca que Lewandowski esté en buena situación y luego es un pase a la red.,partido,
498,01:00:48,3648,"1 hora y 48 segundosLewandowski perpendicular al área es casi infalible. Claro, la duda es si está corto ahí llega. Pues habrá muchos madridistas que piensen que sí, ¿verdad?","1 hora y 48 segundosLewandowski perpendicular al área es casi infalible. Claro, la duda es si está corto ahí llega. Pues habrá muchos madridistas que piensen que sí, ¿verdad?",partido,
499,01:00:56,3656,1 hora y 56 segundosPues probablemente si tú lo dices es que ya lo ojo a Rafiña y Robert Lewandowski que ha logrado el,1 hora y 56 segundosPues probablemente si tú lo dices es que ya lo ojo a Rafiña y Robert Lewandowski que ha logrado el,partido,
500,01:01:04,3664,"01 13 goles y Marcasadó otro de los jugadores catalanes de este equipo, otro de los jugadores de la Masía, nacido en","01 13 goles y Marcasadó otro de los jugadores catalanes de este equipo, otro de los jugadores de la Masía, nacido en",partido,
501,01:01:13,3673,"San Piera de Vilamayó, donde deben estar tirando petardos y cohetes. ha metido un pase en su primer clásico en la liga","San Piera de Vilamayó, donde deben estar tirando petardos y cohetes. ha metido un pase en su primer clásico en la liga",partido,
502,01:01:23,3683,dando una asistencia de gol absolutamente brutal. Pues así está ahora el partido exigido el Real Madrid,dando una asistencia de gol absolutamente brutal. Pues así está ahora el partido exigido el Real Madrid,partido,
503,01:01:30,3690,y el Barça ahora a congelar un poquito con posiciones largas.,y el Barça ahora a congelar un poquito con posiciones largas.,partido,
504,01:01:35,3695,"Si antes te decía que Casado, si me dice que cuestaba 60 millones en verano, hubiera dicho, ""Qué buena inversión."" ha subido el precio, eh, después de de o","Si antes te decía que Casado, si me dice que cuestaba 60 millones en verano, hubiera dicho, ""Qué buena inversión."" ha subido el precio, eh, después de o",partido,
505,01:01:43,3703,"por lo menos lo que va de partido hoy y con el pase que da, eh, es que lleva dos el otro día en Champions, el pase que le mete a Rafiña y este que le mete a Robert Lewandowski.","por lo menos lo que va de partido hoy y con el pase que da, eh, es que lleva dos el otro día en Champions, el pase que le mete a Rafiña y este que le mete a Robert Lewandowski.",partido,
506,01:01:51,3711,"Ahora es Balde. Balde por el costado izquierdo, obligado a reaccionar el Real Madrid, pero Roberovskiquez. ¡Gol! ¡Gol!","Ahora es Balde. Balde por el costado izquierdo, obligado a reaccionar el Real Madrid, pero Roberovskiquez. ¡Gol! ¡Gol!",partido,
507,01:02:00,3720,1 hora y 2 minutos¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol!,1 hora y 2 minutos¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol! ¡Gol!,partido,
508,01:02:06,3726,¡Gol! ¡Gol! ¡Gol!,¡Gol! ¡Gol! ¡Gol!,partido,
509,01:02:12,3732,Vaya par de azotes en una tormenta perfecta del Fútbol Club Barcelona con un nuevo centro lateral. No había,Vaya par de azotes en una tormenta perfecta del Fútbol Club Barcelona con un nuevo centro lateral. No había,partido,
510,01:02:20,3740,"recibido ni un solo balón en condiciones el cuadro culé a lo largo de los primeros 45 minutos. Y si quieres citarte con el gol, dale un toque al","recibido ni un solo balón en condiciones el cuadro culé a lo largo de los primeros 45 minutos. Y si quieres citarte con el gol, dale un toque al",partido,
511,01:02:29,3749,hombre que está guiñando el ojo. Dale un toque y un telefonazo a Robert Lewandowski que ha venido para marcar no uno sino de momento dos goles. Cómo le,hombre que está guiñando el ojo. Dale un toque y un telefonazo a Robert Lewandowski que ha venido para marcar no uno sino de momento dos goles. Cómo le,partido,
512,01:02:37,3757,flotan esto es increíble. Cómo le flotan a Robert Lewandowski que ha rematado casi a placer ese centro con música incorporada. Real Madrid 0 par dos.,flotan esto es increíble. Cómo le flotan a Robert Lewandowski que ha rematado casi a placer ese centro con música incorporada. Real Madrid 0 par dos.,partido,
513,01:02:48,3768,"El fútbol a veces que lo comento varias en otras retransmisiones, Jordi, contigo mucho, lo queremos complicar y muchas","El fútbol a veces que lo comento varias en otras retransmisiones, Jordi, contigo mucho, lo queremos complicar y muchas",partido,
